Structured,Pure,Metric,N_pairs,Mean_diff,Wins,Losses,Ties,W_stat,p_value,Significant_005,Cliffs_delta,Effect_size
Best-DPMM,scSMD,DREX_distance_spearman,12,-0.222856,0,12,0,0.0,1.0,No,-0.9722,large
Best-DPMM,scSMD,DREX_distance_pearson,12,-0.205605,1,11,0,7.0,0.996582,No,-0.75,large
Best-DPMM,scSMD,DREX_local_scale_quality,12,-0.00441,5,7,0,24.0,0.883301,No,-0.125,negligible
Best-DPMM,scSMD,DREX_neighborhood_symmetry,12,-0.097272,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scSMD,LSEX_overall_quality,12,-0.028315,2,10,0,19.0,0.945068,No,-0.3889,medium
Best-DPMM,scSMD,LSEX_two_hop_connectivity,12,-0.000668,5,7,0,41.0,0.454834,No,-0.0417,negligible
Best-DPMM,scSMD,LSEX_radial_concentration,12,-0.126085,2,10,0,19.0,0.945068,No,-0.4583,medium
Best-DPMM,scSMD,LSEX_local_curvature,12,0.017,7,5,0,54.0,0.133057,No,0.2778,small
Best-DPMM,scSMD,LSEX_entropy_stability,12,-0.003508,2,10,0,9.0,0.993896,No,-0.4583,medium
Best-DPMM,scSMD,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scSMD,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scSMD,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDiffusion,NMI,12,0.414546,12,0,0,78.0,0.000244,Yes,0.9028,large
Best-DPMM,scDiffusion,ARI,12,0.329356,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDiffusion,ASW,12,0.276252,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDiffusion,DAV,12,0.689011,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDiffusion,CAL,12,1051.225722,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-DPMM,scDiffusion,COR,12,2.706831,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDiffusion,DRE_umap_overall_quality,12,0.011377,6,6,0,45.0,0.338623,No,0.0278,negligible
Best-DPMM,scDiffusion,DRE_umap_distance_correlation,12,-0.05676,4,8,0,22.0,0.911865,No,-0.3056,small
Best-DPMM,scDiffusion,DRE_umap_Q_local,12,0.109119,10,2,0,71.0,0.004639,Yes,0.8194,large
Best-DPMM,scDiffusion,DRE_umap_Q_global,12,-0.018227,4,8,0,25.0,0.866943,No,-0.2361,small
Best-DPMM,scDiffusion,DRE_tsne_overall_quality,12,0.075432,9,3,0,68.0,0.010498,Yes,0.625,large
Best-DPMM,scDiffusion,DRE_tsne_distance_correlation,12,-0.003349,6,6,0,35.0,0.633301,No,0.0278,negligible
Best-DPMM,scDiffusion,DRE_tsne_Q_local,12,0.183727,11,1,0,77.0,0.000488,Yes,0.9583,large
Best-DPMM,scDiffusion,DRE_tsne_Q_global,12,0.045919,9,3,0,67.0,0.013428,Yes,0.5833,large
Best-DPMM,scDiffusion,LSE_overall_quality,12,0.095154,11,1,0,72.0,0.003418,Yes,0.5278,large
Best-DPMM,scDiffusion,LSE_core_quality,12,0.018916,8,4,0,56.0,0.101807,No,0.3472,medium
Best-DPMM,scDiffusion,LSE_manifold_dimensionality,12,0.121363,10,2,0,72.0,0.003418,Yes,0.4861,large
Best-DPMM,scDiffusion,LSE_spectral_decay_rate,12,0.051836,9,3,0,64.0,0.026123,Yes,0.4167,medium
Best-DPMM,scDiffusion,LSE_participation_ratio,12,-0.077506,2,10,0,6.0,0.997559,No,-0.3194,small
Best-DPMM,scDiffusion,LSE_anisotropy_score,12,0.020028,7,5,0,44.0,0.366699,No,-0.0139,negligible
Best-DPMM,scDiffusion,LSE_trajectory_directionality,12,0.130247,10,2,0,70.0,0.006104,Yes,0.4861,large
Best-DPMM,scDiffusion,LSE_noise_resilience,12,0.29802,11,1,0,74.0,0.001709,Yes,0.5556,large
Best-DPMM,scDiffusion,DREX_overall_quality,12,-0.074192,2,10,0,4.0,0.998779,No,-0.6944,large
Best-DPMM,scDiffusion,DREX_trustworthiness,12,-0.031893,5,7,0,27.0,0.830322,No,-0.3472,medium
Best-DPMM,scDiffusion,DREX_continuity,12,-0.060809,0,12,0,0.0,1.0,No,-0.8333,large
Best-DPMM,scDiffusion,DREX_distance_spearman,12,-0.11205,2,10,0,8.0,0.995361,No,-0.5139,large
Best-DPMM,scDiffusion,DREX_distance_pearson,12,-0.214262,1,11,0,2.0,0.999512,No,-0.7639,large
Best-DPMM,scDiffusion,DREX_local_scale_quality,12,0.020212,11,1,0,77.0,0.000488,Yes,0.75,large
Best-DPMM,scDiffusion,DREX_neighborhood_symmetry,12,-0.046351,3,9,0,9.0,0.993896,No,-0.6111,large
Best-DPMM,scDiffusion,LSEX_overall_quality,12,0.016101,10,2,0,56.0,0.101807,No,0.6667,large
Best-DPMM,scDiffusion,LSEX_two_hop_connectivity,12,-0.06334,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDiffusion,LSEX_radial_concentration,12,0.05216,10,2,0,56.0,0.101807,No,0.6667,large
Best-DPMM,scDiffusion,LSEX_local_curvature,12,0.084673,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDiffusion,LSEX_entropy_stability,12,-0.00909,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDiffusion,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDiffusion,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDiffusion,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,CellBLAST,NMI,12,0.393071,12,0,0,78.0,0.000244,Yes,0.875,large
Best-DPMM,CellBLAST,ARI,12,0.313491,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,ASW,12,0.346282,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DAV,12,1.14395,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,CAL,12,1100.900157,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,COR,12,3.644148,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DRE_umap_overall_quality,12,0.177175,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DRE_umap_distance_correlation,12,0.189583,12,0,0,78.0,0.000244,Yes,0.9167,large
Best-DPMM,CellBLAST,DRE_umap_Q_local,12,0.264769,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DRE_umap_Q_global,12,0.077173,12,0,0,78.0,0.000244,Yes,0.9444,large
Best-DPMM,CellBLAST,DRE_tsne_overall_quality,12,0.228697,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DRE_tsne_distance_correlation,12,0.198651,12,0,0,78.0,0.000244,Yes,0.9306,large
Best-DPMM,CellBLAST,DRE_tsne_Q_local,12,0.344684,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DRE_tsne_Q_global,12,0.142756,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,LSE_overall_quality,12,0.128479,8,4,0,66.0,0.01709,Yes,0.5278,large
Best-DPMM,CellBLAST,LSE_core_quality,12,-0.025334,2,10,0,23.0,0.898193,No,-0.5139,large
Best-DPMM,CellBLAST,LSE_manifold_dimensionality,12,0.251082,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,LSE_spectral_decay_rate,12,0.219533,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,LSE_participation_ratio,12,-0.319888,2,10,0,11.0,0.989502,No,-0.75,large
Best-DPMM,CellBLAST,LSE_anisotropy_score,12,0.252065,10,2,0,63.0,0.031982,Yes,0.6944,large
Best-DPMM,CellBLAST,LSE_trajectory_directionality,12,0.340337,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,LSE_noise_resilience,12,0.506233,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DREX_overall_quality,12,0.055495,8,4,0,68.0,0.010498,Yes,0.5556,large
Best-DPMM,CellBLAST,DREX_trustworthiness,12,0.075272,11,1,0,75.0,0.001221,Yes,0.75,large
Best-DPMM,CellBLAST,DREX_continuity,12,0.01444,7,5,0,52.0,0.169678,No,0.3056,small
Best-DPMM,CellBLAST,DREX_distance_spearman,12,0.135955,10,2,0,69.0,0.008057,Yes,0.6806,large
Best-DPMM,CellBLAST,DREX_distance_pearson,12,0.020719,7,5,0,45.0,0.338623,No,0.0556,negligible
Best-DPMM,CellBLAST,DREX_local_scale_quality,12,0.041731,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,DREX_neighborhood_symmetry,12,0.044856,9,3,0,68.0,0.010498,Yes,0.625,large
Best-DPMM,CellBLAST,LSEX_overall_quality,12,0.021726,10,2,0,57.0,0.088135,No,0.6667,large
Best-DPMM,CellBLAST,LSEX_two_hop_connectivity,12,-0.106174,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,CellBLAST,LSEX_radial_concentration,12,0.098172,10,2,0,57.0,0.088135,No,0.6667,large
Best-DPMM,CellBLAST,LSEX_local_curvature,12,0.104998,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CellBLAST,LSEX_entropy_stability,12,-0.010093,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,CellBLAST,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,CellBLAST,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,CellBLAST,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,SCALEX,NMI,12,0.414653,12,0,0,78.0,0.000244,Yes,0.9167,large
Best-DPMM,SCALEX,ARI,12,0.304722,12,0,0,78.0,0.000244,Yes,0.9444,large
Best-DPMM,SCALEX,ASW,12,0.36111,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DAV,12,1.142278,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,CAL,12,1107.178204,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,COR,12,3.884758,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_umap_overall_quality,12,0.2748,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_umap_distance_correlation,12,0.362417,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_umap_Q_local,12,0.325572,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_umap_Q_global,12,0.136411,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_tsne_overall_quality,12,0.278214,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_tsne_distance_correlation,12,0.261361,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_tsne_Q_local,12,0.392054,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DRE_tsne_Q_global,12,0.181228,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,LSE_overall_quality,12,0.138849,8,4,0,64.0,0.026123,Yes,0.4722,medium
Best-DPMM,SCALEX,LSE_core_quality,12,-0.020691,2,10,0,23.0,0.898193,No,-0.5278,large
Best-DPMM,SCALEX,LSE_manifold_dimensionality,12,0.352213,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,LSE_spectral_decay_rate,12,0.261364,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,LSE_participation_ratio,12,-0.402095,2,10,0,14.0,0.97876,No,-0.6806,large
Best-DPMM,SCALEX,LSE_anisotropy_score,12,0.294247,10,2,0,63.0,0.031982,Yes,0.6667,large
Best-DPMM,SCALEX,LSE_trajectory_directionality,12,0.423628,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,LSE_noise_resilience,12,0.52929,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DREX_overall_quality,12,0.139968,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DREX_trustworthiness,12,0.126677,12,0,0,78.0,0.000244,Yes,0.9583,large
Best-DPMM,SCALEX,DREX_continuity,12,0.053615,10,2,0,70.0,0.006104,Yes,0.6111,large
Best-DPMM,SCALEX,DREX_distance_spearman,12,0.309974,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-DPMM,SCALEX,DREX_distance_pearson,12,0.212753,10,2,0,75.0,0.001221,Yes,0.9306,large
Best-DPMM,SCALEX,DREX_local_scale_quality,12,0.046643,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,DREX_neighborhood_symmetry,12,0.090146,11,1,0,76.0,0.000732,Yes,0.8333,large
Best-DPMM,SCALEX,LSEX_overall_quality,12,0.009687,10,2,0,55.0,0.116699,No,0.5694,large
Best-DPMM,SCALEX,LSEX_two_hop_connectivity,12,-0.10694,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,SCALEX,LSEX_radial_concentration,12,0.050382,10,2,0,55.0,0.116699,No,0.5694,large
Best-DPMM,SCALEX,LSEX_local_curvature,12,0.105419,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,SCALEX,LSEX_entropy_stability,12,-0.010112,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,SCALEX,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,SCALEX,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,SCALEX,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,GMVAE,NMI,12,0.42059,12,0,0,78.0,0.000244,Yes,0.9167,large
Best-DPMM,GMVAE,ARI,12,0.331763,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,GMVAE,ASW,12,0.385779,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,GMVAE,DAV,12,1.95216,12,0,0,78.0,0.000244,Yes,1.0,large
